DISCOUNT IN %,HOTEL_RATING,NEW PRICE,SAVE IN DOLLARS,DEPARTURE DATE,PACKAGE,DURATION,COUNTRY,CITY,HOTEL,OLD PRICE,GATEWAY,LINK
26,rating:4.5,$1905,$690,2024-06-15,All Inclusive,7,Dominican Republic,La Romana,Iberostar Selection Hacienda Dominicus,$2595,Toronto:YYZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYZ&dest_dep=73&no_hotel=1370&date_dep=20240615&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
27,rating:5,$1915,$730,2024-06-01,All Inclusive,7,Dominican Republic,Punta Cana,Royalton Bavaro An Autograph Collection All Inclusive Resort and Casino,$2645,Toronto:YYZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYZ&dest_dep=10&no_hotel=11216&date_dep=20240601&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
33,rating:4,$1415,$700,2024-04-30,All Inclusive,7,Cuba,Varadero,Playa Vista Azul,$2115,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=15&no_hotel=10860&date_dep=20240430&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
35,rating:4,$1495,$810,2024-04-02,All Inclusive,7,Cuba,Varadero,Melia Varadero,$2305,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=15&no_hotel=72&date_dep=20240402&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
27,rating:5,$1815,$700,2024-04-30,All Inclusive,7,Cuba,Varadero,Iberostar Selection Varadero,$2515,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=15&no_hotel=1817&date_dep=20240430&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
34,rating:4.5,$2125,$1110,2024-04-08,All Inclusive,7,Dominican Republic,La Romana,Iberostar Selection Hacienda Dominicus,$3235,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=73&no_hotel=1370&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
44,rating:5,$1165,$940,2024-04-12,All Inclusive,7,Mexico,Mazatlán,Riu Emerald Bay,$2105,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=69&no_hotel=3282&date_dep=20240412&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
47,rating:4.5,$1285,$1140,2024-05-04,All Inclusive,7,Mexico,Los Cabos,Riu Santa Fe,$2425,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=77&no_hotel=1624&date_dep=20240504&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
37,rating:5,$1415,$840,2024-04-17,All Inclusive,7,Mexico,Riviera Nayarit,Riu Vallarta,$2255,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=156&no_hotel=2372&date_dep=20240417&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
30,rating:5,$1605,$710,2024-06-01,All Inclusive,7,Mexico,Riviera Nayarit,Riu Palace Pacifico,$2315,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=156&no_hotel=2866&date_dep=20240601&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
37,rating:5,$1605,$950,2024-05-04,All Inclusive,7,Mexico,Riviera Maya,Grand Sunset Princess All Suites and Spa Resort,$2555,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=24&no_hotel=273&date_dep=20240504&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
36,rating:5,$1645,$960,2024-05-04,All Inclusive,7,Mexico,Riviera Maya,Riu Yucatan,$2605,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=24&no_hotel=836&date_dep=20240504&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
36,rating:5,$1665,$950,2024-05-04,All Inclusive,7,Mexico,Riviera Maya,Riu Playacar,$2615,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=24&no_hotel=1006&date_dep=20240504&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
35,rating:5,$1715,$950,2024-05-04,All Inclusive,7,Mexico,Cancun,Riu Dunamar,$2665,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=2&no_hotel=11264&date_dep=20240504&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
31,rating:5,$1765,$830,2024-04-18,All Inclusive,7,Mexico,Cancun,Riu Cancun,$2595,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=2&no_hotel=1678&date_dep=20240418&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
39,rating:5,$1805,$1160,2024-04-03,All Inclusive,7,Mexico,Riviera Maya,Family Club at Grand Riviera Princess All Suites and Spa Resort,$2965,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=24&no_hotel=11705&date_dep=20240403&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
32,rating:5,$1945,$920,2024-04-25,All Inclusive,7,Mexico,Riviera Maya,Royalton Riviera Cancun An Autograph Collection All Inclusive Resort and Casino,$2865,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=24&no_hotel=10652&date_dep=20240425&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
37,rating:5,$2115,$1260,2024-04-06,All Inclusive,7,Mexico,Cancun,Planet Hollywood Cancun An Autograph Collection All Inclusive Resort,$3375,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=2&no_hotel=11899&date_dep=20240406&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
20,rating:5,$2215,$580,2024-05-09,All Inclusive,7,Mexico,Riviera Maya,Royalton Splash Riviera Cancun An Autograph Collection All Inclusive Resort,$2795,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=24&no_hotel=12285&date_dep=20240509&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
30,rating:4.5,$2215,$950,2024-05-04,All Inclusive,7,Mexico,Riviera Maya,Iberostar Selection Paraiso Maya Suites,$3165,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=24&no_hotel=1716&date_dep=20240504&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
38,rating:5,$1575,$990,2024-04-29,All Inclusive,7,Dominican Republic,Punta Cana,Riu Bambu,$2565,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=10&no_hotel=977&date_dep=20240429&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
47,rating:5,$1665,$1500,2024-04-08,All Inclusive,7,Dominican Republic,Punta Cana,Grand Bavaro Princess,$3165,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=10&no_hotel=1164&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
35,rating:5,$1725,$940,2024-04-29,All Inclusive,7,Dominican Republic,Punta Cana,Royalton Splash Punta Cana An Autograph Collection All Inclusive Resort and Casino,$2665,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=10&no_hotel=12084&date_dep=20240429&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
44,rating:5,$1815,$1480,2024-04-08,All Inclusive,7,Dominican Republic,Punta Cana,Family Club at Grand Bavaro Princess,$3295,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=10&no_hotel=11949&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
33,rating:5,$2025,$1030,2024-04-29,All Inclusive,7,Dominican Republic,Punta Cana,Royalton Bavaro An Autograph Collection All Inclusive Resort and Casino,$3055,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=10&no_hotel=11216&date_dep=20240429&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
34,rating:4.5,$2125,$1110,2024-04-08,All Inclusive,7,Dominican Republic,La Romana,Iberostar Selection Hacienda Dominicus,$3235,Vancouver:YVR,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YVR&dest_dep=73&no_hotel=1370&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
44,rating:4,$1115,$900,2024-04-04,All Inclusive,7,Cuba,Varadero,Melia Varadero,$2015,Windsor:YQG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YQG&dest_dep=15&no_hotel=72&date_dep=20240404&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
37,rating:5,$1535,$910,2024-03-28,All Inclusive,7,Cuba,Varadero,Iberostar Selection Varadero,$2445,Windsor:YQG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YQG&dest_dep=15&no_hotel=1817&date_dep=20240328&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
34,rating:4,$1635,$880,2024-03-21,All Inclusive,7,Cuba,Varadero,Playa Vista Azul,$2515,Windsor:YQG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YQG&dest_dep=15&no_hotel=10860&date_dep=20240321&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
37,rating:5,$1655,$1000,2024-04-01,All Inclusive,7,Mexico,Riviera Maya,Grand Sunset Princess All Suites and Spa Resort,$2655,Windsor:YQG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YQG&dest_dep=24&no_hotel=273&date_dep=20240401&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
25,rating:5,$2165,$760,2024-03-18,All Inclusive,7,Mexico,Riviera Maya,Royalton Riviera Cancun An Autograph Collection All Inclusive Resort and Casino,$2925,Windsor:YQG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YQG&dest_dep=24&no_hotel=10652&date_dep=20240318&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
19,rating:5,$2425,$580,2024-03-18,All Inclusive,7,Mexico,Riviera Maya,Royalton Splash Riviera Cancun An Autograph Collection All Inclusive Resort,$3005,Windsor:YQG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YQG&dest_dep=24&no_hotel=12285&date_dep=20240318&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
17,rating:5,$2765,$590,2024-03-18,All Inclusive,7,Mexico,Cancun,Planet Hollywood Cancun An Autograph Collection All Inclusive Resort,$3355,Windsor:YQG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YQG&dest_dep=2&no_hotel=11899&date_dep=20240318&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
44,rating:4,$1155,$930,2024-04-02,All Inclusive,7,Cuba,Varadero,Melia Varadero,$2085,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=15&no_hotel=72&date_dep=20240402&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
44,rating:5,$1475,$1160,2024-03-16,All Inclusive,7,Cuba,Varadero,Iberostar Selection Varadero,$2635,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=15&no_hotel=1817&date_dep=20240316&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
40,rating:4,$1565,$1050,2024-03-16,All Inclusive,7,Cuba,Varadero,Playa Vista Azul,$2615,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=15&no_hotel=10860&date_dep=20240316&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
35,rating:4.5,$2095,$1130,2024-04-03,All Inclusive,7,Dominican Republic,La Romana,Iberostar Selection Hacienda Dominicus,$3225,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=73&no_hotel=1370&date_dep=20240403&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
40,rating:5,$1575,$1060,2024-04-01,All Inclusive,7,Mexico,Riviera Maya,Grand Sunset Princess All Suites and Spa Resort,$2635,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=24&no_hotel=273&date_dep=20240401&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
32,rating:5,$1655,$790,2024-04-07,All Inclusive,7,Mexico,Riviera Nayarit,Riu Vallarta,$2445,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=156&no_hotel=2372&date_dep=20240407&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
39,rating:5,$1765,$1150,2024-03-16,All Inclusive,7,Mexico,Cancun,Riu Cancun,$2915,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=2&no_hotel=1678&date_dep=20240316&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
31,rating:5,$1895,$890,2024-04-08,All Inclusive,7,Mexico,Riviera Maya,Family Club at Grand Riviera Princess All Suites and Spa Resort,$2785,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=24&no_hotel=11705&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
29,rating:5,$2065,$860,2024-04-08,All Inclusive,7,Mexico,Riviera Maya,Royalton Riviera Cancun An Autograph Collection All Inclusive Resort and Casino,$2925,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=24&no_hotel=10652&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
35,rating:5,$2135,$1190,2024-04-06,All Inclusive,7,Mexico,Cancun,Planet Hollywood Cancun An Autograph Collection All Inclusive Resort,$3325,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=2&no_hotel=11899&date_dep=20240406&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
26,rating:4.5,$2315,$840,2024-04-08,All Inclusive,7,Mexico,Riviera Maya,Iberostar Selection Paraiso Maya Suites,$3155,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=24&no_hotel=1716&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
28,rating:5,$2415,$960,2024-04-06,All Inclusive,7,Mexico,Riviera Maya,Royalton Splash Riviera Cancun An Autograph Collection All Inclusive Resort,$3375,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=24&no_hotel=12285&date_dep=20240406&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
13,rating:5,$3155,$490,2024-03-17,All Inclusive,7,Mexico,Riviera Nayarit,Riu Palace Pacifico,$3645,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=156&no_hotel=2866&date_dep=20240317&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
40,rating:5,$1605,$1070,2024-04-03,All Inclusive,7,Dominican Republic,Punta Cana,Riu Bambu,$2675,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=10&no_hotel=977&date_dep=20240403&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
42,rating:5,$1635,$1230,2024-04-03,All Inclusive,7,Dominican Republic,Punta Cana,Grand Bavaro Princess,$2865,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=10&no_hotel=1164&date_dep=20240403&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
37,rating:5,$1705,$1040,2024-03-17,All Inclusive,7,Dominican Republic,Punta Cana,Royalton Splash Punta Cana An Autograph Collection All Inclusive Resort and Casino,$2745,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=10&no_hotel=12084&date_dep=20240317&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
40,rating:5,$1785,$1220,2024-04-03,All Inclusive,7,Dominican Republic,Punta Cana,Family Club at Grand Bavaro Princess,$3005,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=10&no_hotel=11949&date_dep=20240403&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
35,rating:4.5,$2095,$1130,2024-04-03,All Inclusive,7,Dominican Republic,La Romana,Iberostar Selection Hacienda Dominicus,$3225,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=73&no_hotel=1370&date_dep=20240403&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
8,rating:4.5,$2235,$220,2024-03-21,All Inclusive,7,Dominican Republic,Puerto Plata,Iberostar Costa Dorada,$2455,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=8&no_hotel=309&date_dep=20240321&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
34,rating:5,$2375,$1250,2024-04-03,All Inclusive,7,Dominican Republic,Punta Cana,Royalton Bavaro An Autograph Collection All Inclusive Resort and Casino,$3625,Winnipeg:YWG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YWG&dest_dep=10&no_hotel=11216&date_dep=20240403&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
