DISCOUNT IN %,HOTEL_RATING,NEW PRICE,SAVE IN DOLLARS,DEPARTURE DATE,PACKAGE,DURATION,COUNTRY,CITY,HOTEL,OLD PRICE,GATEWAY,LINK
31,rating:4,$1515,$690,2024-04-03,All Inclusive,7,Cuba,Varadero,Melia Varadero,$2205,Bagotville:YBG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YBG&dest_dep=15&no_hotel=72&date_dep=20240403&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
16,rating:5,$1905,$370,2024-04-10,All Inclusive,7,Cuba,Varadero,Iberostar Selection Varadero,$2275,Bagotville:YBG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YBG&dest_dep=15&no_hotel=1817&date_dep=20240410&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
19,rating:4,$2035,$490,2024-04-10,All Inclusive,7,Cuba,Varadero,Playa Vista Azul,$2525,Bagotville:YBG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YBG&dest_dep=15&no_hotel=10860&date_dep=20240410&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
18,rating:4.5,$2475,$550,2024-04-02,All Inclusive,7,Dominican Republic,La Romana,Iberostar Selection Hacienda Dominicus,$3025,Bagotville:YBG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YBG&dest_dep=73&no_hotel=1370&date_dep=20240402&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
19,rating:5,$2215,$520,2024-04-08,All Inclusive,7,Mexico,Riviera Maya,Grand Sunset Princess All Suites and Spa Resort,$2735,Bagotville:YBG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YBG&dest_dep=24&no_hotel=273&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
16,rating:5,$2405,$480,2024-04-08,All Inclusive,7,Mexico,Riviera Maya,Family Club at Grand Riviera Princess All Suites and Spa Resort,$2885,Bagotville:YBG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YBG&dest_dep=24&no_hotel=11705&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
11,rating:5,$2575,$350,2024-04-08,All Inclusive,7,Mexico,Riviera Maya,Royalton Riviera Cancun An Autograph Collection All Inclusive Resort and Casino,$2925,Bagotville:YBG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YBG&dest_dep=24&no_hotel=10652&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
14,rating:4.5,$2825,$490,2024-04-08,All Inclusive,7,Mexico,Riviera Maya,Iberostar Selection Paraiso Maya Suites,$3315,Bagotville:YBG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YBG&dest_dep=24&no_hotel=1716&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
16,rating:5,$3125,$620,2024-04-08,All Inclusive,7,Mexico,Cancun,Planet Hollywood Cancun An Autograph Collection All Inclusive Resort,$3745,Bagotville:YBG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YBG&dest_dep=2&no_hotel=11899&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
10,rating:5,$3255,$400,2024-04-08,All Inclusive,7,Mexico,Riviera Maya,Royalton Splash Riviera Cancun An Autograph Collection All Inclusive Resort,$3655,Bagotville:YBG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YBG&dest_dep=24&no_hotel=12285&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
24,rating:5,$1975,$650,2024-04-02,All Inclusive,7,Dominican Republic,Punta Cana,Riu Bambu,$2625,Bagotville:YBG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YBG&dest_dep=10&no_hotel=977&date_dep=20240402&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
24,rating:5,$2015,$670,2024-04-02,All Inclusive,7,Dominican Republic,Punta Cana,Grand Bavaro Princess,$2685,Bagotville:YBG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YBG&dest_dep=10&no_hotel=1164&date_dep=20240402&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
23,rating:5,$2165,$670,2024-04-02,All Inclusive,7,Dominican Republic,Punta Cana,Family Club at Grand Bavaro Princess,$2835,Bagotville:YBG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YBG&dest_dep=10&no_hotel=11949&date_dep=20240402&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
25,rating:5,$2165,$760,2024-03-19,All Inclusive,7,Dominican Republic,Punta Cana,Royalton Splash Punta Cana An Autograph Collection All Inclusive Resort and Casino,$2925,Bagotville:YBG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YBG&dest_dep=10&no_hotel=12084&date_dep=20240319&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
18,rating:4.5,$2475,$550,2024-04-02,All Inclusive,7,Dominican Republic,La Romana,Iberostar Selection Hacienda Dominicus,$3025,Bagotville:YBG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YBG&dest_dep=73&no_hotel=1370&date_dep=20240402&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
24,rating:5,$2765,$880,2024-04-09,All Inclusive,7,Dominican Republic,Punta Cana,Royalton Bavaro An Autograph Collection All Inclusive Resort and Casino,$3645,Bagotville:YBG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YBG&dest_dep=10&no_hotel=11216&date_dep=20240409&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
39,rating:4,$1175,$780,2024-04-30,All Inclusive,7,Cuba,Varadero,Playa Vista Azul,$1955,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=15&no_hotel=10860&date_dep=20240430&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
42,rating:4,$1275,$930,2024-04-09,All Inclusive,7,Cuba,Varadero,Melia Varadero,$2205,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=15&no_hotel=72&date_dep=20240409&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
34,rating:5,$1585,$850,2024-04-30,All Inclusive,7,Cuba,Varadero,Iberostar Selection Varadero,$2435,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=15&no_hotel=1817&date_dep=20240430&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
45,rating:5,$1745,$1440,2024-03-18,All Inclusive,7,Jamaica,Negril,Riu Negril,$3185,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=4244&no_hotel=1779&date_dep=20240318&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
28,rating:5,$1965,$800,2024-04-08,All Inclusive,7,Jamaica,Ocho Rios,Riu Ocho Rios,$2765,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=1843&no_hotel=2056&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
31,rating:5,$2835,$1310,2024-04-08,All Inclusive,7,Jamaica,Montego Bay,Royalton Blue Waters Montego Bay An Autograph Collection All Inclusive Resort,$4145,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=18&no_hotel=11032&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
31,rating:5,$3135,$1460,2024-04-08,All Inclusive,7,Jamaica,Negril,Royalton Negril An Autograph Collection All Inclusive Resort,$4595,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=4244&no_hotel=88&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
32,rating:5,$1895,$910,2024-04-07,All Inclusive,7,Costa Rica,Liberia,Riu Guanacaste,$2805,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=70&no_hotel=8565&date_dep=20240407&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
28,rating:4.5,$2145,$860,2024-04-04,All Inclusive,7,Dominican Republic,La Romana,Iberostar Selection Hacienda Dominicus,$3005,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=73&no_hotel=1370&date_dep=20240404&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
22,rating:5,$2565,$750,2024-03-17,All Inclusive,7,Costa Rica,Liberia,Riu Palace Costa Rica,$3315,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=70&no_hotel=10062&date_dep=20240317&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
40,rating:4.5,$1285,$880,2024-05-04,All Inclusive,7,Mexico,Los Cabos,Riu Santa Fe,$2165,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=77&no_hotel=1624&date_dep=20240504&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
38,rating:5,$1305,$830,2024-05-05,All Inclusive,7,Mexico,Riviera Nayarit,Riu Vallarta,$2135,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=156&no_hotel=2372&date_dep=20240505&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
35,rating:5,$1345,$740,2024-04-12,All Inclusive,7,Mexico,Mazatlán,Riu Emerald Bay,$2085,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=69&no_hotel=3282&date_dep=20240412&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
47,rating:5,$1355,$1220,2024-05-02,All Inclusive,7,Mexico,Riviera Maya,Grand Sunset Princess All Suites and Spa Resort,$2575,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=24&no_hotel=273&date_dep=20240502&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
44,rating:5,$1405,$1120,2024-05-02,All Inclusive,7,Mexico,Riviera Maya,Riu Yucatan,$2525,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=24&no_hotel=836&date_dep=20240502&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
42,rating:5,$1465,$1100,2024-05-04,All Inclusive,7,Mexico,Riviera Maya,Riu Playacar,$2565,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=24&no_hotel=1006&date_dep=20240504&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
42,rating:5,$1515,$1100,2024-05-04,All Inclusive,7,Mexico,Cancun,Riu Dunamar,$2615,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=2&no_hotel=11264&date_dep=20240504&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
31,rating:5,$1575,$710,2024-05-25,All Inclusive,7,Mexico,Riviera Nayarit,Riu Palace Pacifico,$2285,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=156&no_hotel=2866&date_dep=20240525&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
41,rating:5,$1605,$1120,2024-05-02,All Inclusive,7,Mexico,Riviera Maya,Family Club at Grand Riviera Princess All Suites and Spa Resort,$2725,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=24&no_hotel=11705&date_dep=20240502&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
42,rating:5,$1635,$1220,2024-04-16,All Inclusive,7,Mexico,Cancun,Riu Cancun,$2855,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=2&no_hotel=1678&date_dep=20240416&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
37,rating:5,$1815,$1100,2024-04-25,All Inclusive,7,Mexico,Riviera Maya,Royalton Riviera Cancun An Autograph Collection All Inclusive Resort and Casino,$2915,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=24&no_hotel=10652&date_dep=20240425&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
36,rating:4.5,$1965,$1120,2024-05-02,All Inclusive,7,Mexico,Riviera Maya,Iberostar Selection Paraiso Maya Suites,$3085,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=24&no_hotel=1716&date_dep=20240502&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
37,rating:5,$2055,$1220,2024-05-04,All Inclusive,7,Mexico,Cancun,Planet Hollywood Cancun An Autograph Collection All Inclusive Resort,$3275,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=2&no_hotel=11899&date_dep=20240504&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
32,rating:5,$2065,$1000,2024-05-04,All Inclusive,7,Mexico,Riviera Maya,Royalton Splash Riviera Cancun An Autograph Collection All Inclusive Resort,$3065,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=24&no_hotel=12285&date_dep=20240504&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
38,rating:5,$1545,$970,2024-04-29,All Inclusive,7,Dominican Republic,Punta Cana,Riu Bambu,$2515,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=10&no_hotel=977&date_dep=20240429&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
38,rating:5,$1675,$1070,2024-04-04,All Inclusive,7,Dominican Republic,Punta Cana,Grand Bavaro Princess,$2745,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=10&no_hotel=1164&date_dep=20240404&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
35,rating:5,$1685,$920,2024-04-29,All Inclusive,7,Dominican Republic,Punta Cana,Royalton Splash Punta Cana An Autograph Collection All Inclusive Resort and Casino,$2605,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=10&no_hotel=12084&date_dep=20240429&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
36,rating:5,$1825,$1050,2024-04-04,All Inclusive,7,Dominican Republic,Punta Cana,Family Club at Grand Bavaro Princess,$2875,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=10&no_hotel=11949&date_dep=20240404&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
33,rating:5,$1995,$1000,2024-04-29,All Inclusive,7,Dominican Republic,Punta Cana,Royalton Bavaro An Autograph Collection All Inclusive Resort and Casino,$2995,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=10&no_hotel=11216&date_dep=20240429&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
28,rating:4.5,$2145,$860,2024-04-04,All Inclusive,7,Dominican Republic,La Romana,Iberostar Selection Hacienda Dominicus,$3005,Calgary:YYC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YYC&dest_dep=73&no_hotel=1370&date_dep=20240404&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
43,rating:4,$1145,$870,2024-04-24,All Inclusive,7,Cuba,Varadero,Playa Vista Azul,$2015,Deer Lake:YDF,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YDF&dest_dep=15&no_hotel=10860&date_dep=20240424&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
45,rating:4,$1225,$1010,2024-04-03,All Inclusive,7,Cuba,Varadero,Melia Varadero,$2235,Deer Lake:YDF,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YDF&dest_dep=15&no_hotel=72&date_dep=20240403&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
36,rating:5,$1535,$870,2024-05-01,All Inclusive,7,Cuba,Varadero,Iberostar Selection Varadero,$2405,Deer Lake:YDF,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YDF&dest_dep=15&no_hotel=1817&date_dep=20240501&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
45,rating:4,$1155,$980,2024-04-30,All Inclusive,7,Cuba,Varadero,Playa Vista Azul,$2135,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=15&no_hotel=10860&date_dep=20240430&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
43,rating:4,$1275,$990,2024-04-23,All Inclusive,7,Cuba,Varadero,Melia Varadero,$2265,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=15&no_hotel=72&date_dep=20240423&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
38,rating:5,$1565,$980,2024-04-30,All Inclusive,7,Cuba,Varadero,Iberostar Selection Varadero,$2545,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=15&no_hotel=1817&date_dep=20240430&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
41,rating:5,$1705,$1230,2024-04-08,All Inclusive,7,Jamaica,Negril,Riu Negril,$2935,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=4244&no_hotel=1779&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
33,rating:5,$1865,$920,2024-04-08,All Inclusive,7,Jamaica,Ocho Rios,Riu Ocho Rios,$2785,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=1843&no_hotel=2056&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
34,rating:5,$2735,$1420,2024-04-08,All Inclusive,7,Jamaica,Montego Bay,Royalton Blue Waters Montego Bay An Autograph Collection All Inclusive Resort,$4155,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=18&no_hotel=11032&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
34,rating:5,$3035,$1570,2024-04-08,All Inclusive,7,Jamaica,Negril,Royalton Negril An Autograph Collection All Inclusive Resort,$4605,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=4244&no_hotel=88&date_dep=20240408&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
32,rating:5,$1895,$910,2024-04-07,All Inclusive,7,Costa Rica,Liberia,Riu Guanacaste,$2805,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=70&no_hotel=8565&date_dep=20240407&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
26,rating:4.5,$2235,$800,2024-04-04,All Inclusive,7,Dominican Republic,La Romana,Iberostar Selection Hacienda Dominicus,$3035,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=73&no_hotel=1370&date_dep=20240404&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
22,rating:5,$2565,$750,2024-03-17,All Inclusive,7,Costa Rica,Liberia,Riu Palace Costa Rica,$3315,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=70&no_hotel=10062&date_dep=20240317&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
43,rating:5,$1245,$940,2024-05-05,All Inclusive,7,Mexico,Riviera Nayarit,Riu Vallarta,$2185,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=156&no_hotel=2372&date_dep=20240505&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
41,rating:4.5,$1335,$950,2024-05-04,All Inclusive,7,Mexico,Los Cabos,Riu Santa Fe,$2285,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=77&no_hotel=1624&date_dep=20240504&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
45,rating:5,$1345,$1130,2024-05-01,All Inclusive,7,Mexico,Riviera Maya,Grand Sunset Princess All Suites and Spa Resort,$2475,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=24&no_hotel=273&date_dep=20240501&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
